theta_b,theta_b_dot,theta_w_dot,torque,torque_raw,delta_t
-0.000353,-0.009587,115.585007,0.084116,0.084116,0.003897
-0.001766,0.002131,115.605331,0.029666,0.029666,0.003900
-0.003062,0.018109,112.075462,-0.078798,-0.078798,0.003897
-0.003934,0.029827,113.804176,-0.161451,-0.161451,0.003899
-0.004758,0.033023,116.952515,-0.151390,-0.151390,0.003901
-0.005550,0.033023,114.004707,-0.107205,-0.107205,0.003894
-0.004457,0.026632,111.444054,-0.095609,-0.095609,0.003900
-0.003451,0.014914,113.663689,-0.018160,-0.018160,0.003898
-0.002132,0.003196,113.068909,0.039312,0.039312,0.003898
-0.000866,0.003196,109.395241,-0.033182,-0.033182,0.003900
0.000314,-0.006392,111.572975,0.010316,0.010316,0.003897
0.000500,-0.012783,115.605263,0.071890,0.071890,0.004231
0.000691,-0.010653,113.237625,0.034876,0.034876,0.003900
0.000027,-0.006392,110.809235,0.025225,0.025225,0.003900
-0.000611,-0.006392,113.897224,0.062854,0.062854,0.003896
-0.001183,0.004261,114.836464,-0.027489,-0.027489,0.003900
-0.002288,0.020240,111.076019,-0.147371,-0.147371,0.003897
-0.003316,0.028762,111.362366,-0.184330,-0.184330,0.003899
-0.004303,0.028762,114.769279,-0.127744,-0.127744,0.003897
-0.003835,0.028762,112.877953,-0.156025,-0.156025,0.003902
-0.003417,0.020240,109.440926,-0.081682,-0.081682,0.003921
-0.002038,0.008522,110.932442,-0.025355,-0.025355,0.003906
-0.000714,0.008522,111.744247,-0.102024,-0.102024,0.003898
0.000513,-0.003196,107.907402,-0.038703,-0.038703,0.003901
0.001544,-0.012783,107.163574,0.013428,0.013428,0.003896
0.002489,-0.024501,111.481956,0.093573,0.093573,0.003899
0.002560,-0.031958,111.921326,0.173083,0.173083,0.003928
0.002630,-0.031958,108.354095,0.168930,0.168930,0.003901
0.002728,-0.023436,109.256287,0.067186,0.067186,0.003903
0.001291,-0.008522,112.597641,-0.021391,-0.021391,0.003898
-0.000044,0.003196,110.633514,-0.080202,-0.080202,0.003899
-0.001326,0.003196,107.661400,-0.005757,-0.005757,0.003896
-0.002261,0.011718,110.267624,-0.048395,-0.048395,0.003898
-0.003167,0.009587,112.128975,0.026943,0.026943,0.003900
-0.002272,0.004261,108.713615,0.035753,0.035753,0.004131
-0.001434,-0.001065,107.813721,0.049981,0.049981,0.003899
-0.000629,-0.001065,111.008751,0.004127,0.004127,0.003898
-0.000342,-0.004261,110.407967,0.022896,0.022896,0.003898
-0.000054,-0.001065,107.398018,-0.029978,-0.029978,0.003900
-0.000638,-0.001065,109.840767,0.004812,0.004812,0.003899
-0.001199,-0.001065,113.817780,0.036024,0.036024,0.003894
-0.001721,0.003196,111.439331,0.015621,0.015621,0.003901
-0.001911,0.007457,108.830566,-0.021248,-0.021248,0.003898
-0.002062,0.015979,111.444832,-0.109079,-0.109079,0.003902
-0.002207,0.015979,112.259804,-0.101826,-0.101826,0.003896
-0.002643,0.025566,108.024223,-0.186883,-0.186883,0.003897
-0.003081,0.020240,107.075073,-0.098991,-0.098991,0.003897
-0.002317,0.012783,110.325996,-0.057115,-0.057115,0.003896
-0.001612,0.005326,109.657288,-0.013603,-0.013603,0.003897
-0.000935,0.005326,105.902931,-0.052232,-0.052232,0.003898
0.000437,-0.003196,106.297279,-0.031914,-0.031914,0.003901
0.001710,-0.014914,108.317238,0.028957,0.028957,0.003894
0.002209,-0.026632,105.845299,0.133588,0.133588,0.003899
0.002689,-0.026632,103.604797,0.107056,0.107056,0.003898
0.003129,-0.031958,107.319130,0.143656,0.143656,0.003899
0.002492,-0.023436,111.037712,0.081178,0.081178,0.003898
0.001932,-0.009587,108.188179,-0.046717,-0.046717,0.003901
0.001391,-0.009587,106.697121,-0.014495,-0.014495,0.004227
-0.000120,-0.001065,109.567032,-0.024668,-0.024668,0.003900
-0.001546,0.005326,109.416092,-0.017083,-0.017083,0.003900
-0.001569,0.011718,105.350060,-0.088858,-0.088858,0.003900
-0.001600,0.009587,105.363541,-0.061059,-0.061059,0.003898
-0.001629,0.009587,108.615417,-0.059391,-0.059391,0.003896
-0.001079,0.009587,107.505074,-0.092316,-0.092316,0.003900
-0.000587,0.000000,103.744904,-0.010368,-0.010368,0.003900
0.000746,-0.015979,104.243881,0.097541,0.097541,0.003901
0.002026,-0.015979,106.497406,0.023831,0.023831,0.003895
0.003210,-0.027697,104.430618,0.089012,0.089012,0.003898
0.003184,-0.028762,102.444824,0.103577,0.103577,0.003900
0.003167,-0.026632,106.094978,0.080998,0.080998,0.003896
0.003150,-0.026632,109.903610,0.080459,0.080459,0.003896
0.001734,-0.018109,107.586548,0.062682,0.062682,0.003903
0.000418,-0.006392,105.644997,0.005051,0.005051,0.003897
-0.000958,0.008522,108.681244,-0.085852,-0.085852,0.003897
-0.002215,0.025566,109.631256,-0.210015,-0.210015,0.003899
-0.003422,0.025566,105.640175,-0.141083,-0.141083,0.003899
-0.003429,0.028762,104.454514,-0.175634,-0.175634,0.003899
-0.003455,0.023436,107.600906,-0.112638,-0.112638,0.003896
-0.002261,0.015979,107.417282,-0.097169,-0.097169,0.003898
-0.001114,0.015979,103.355156,-0.162960,-0.162960,0.003899
-0.000052,0.005326,103.282722,-0.100359,-0.100359,0.004167
0.001274,-0.006392,105.267059,-0.042369,-0.042369,0.003898
0.002492,-0.021305,103.077934,0.057615,0.057615,0.003895
0.003163,-0.030893,100.014618,0.129732,0.129732,0.003898
0.003807,-0.030893,102.449097,0.093992,0.093992,0.003899
0.004401,-0.037284,106.844604,0.132021,0.132021,0.003897
0.003317,-0.029827,105.708015,0.107152,0.107152,0.003898
0.002331,-0.014914,102.856468,-0.006516,-0.006516,0.003897
0.001385,-0.014914,104.811394,0.048994,0.048994,0.003902
-0.000100,-0.004261,107.256378,0.011567,0.011567,0.003896
-0.001486,0.006392,104.766541,-0.031765,-0.031765,0.003899
-0.002131,0.014914,102.422676,-0.091275,-0.091275,0.003897
-0.002750,0.014914,105.006973,-0.054764,-0.054764,0.003899
-0.003316,0.022371,106.828468,-0.108665,-0.108665,0.003898
-0.002622,0.019175,103.640587,-0.112708,-0.112708,0.003898
-0.002007,0.005326,101.309494,0.011828,0.011828,0.003899
-0.000714,-0.007457,103.311714,0.084865,0.084865,0.003899
0.000527,-0.007457,104.094055,0.012750,0.012750,0.003897
0.001698,-0.012783,101.052902,0.006111,0.006111,0.003899
0.001572,-0.011718,100.762833,0.002448,0.002448,0.003898
0.001458,-0.009587,105.067314,-0.015288,-0.015288,0.003897
0.001349,-0.009587,106.503578,-0.010778,-0.010778,0.003896
0.000676,-0.008522,102.481796,0.015077,0.015077,0.003898
0.000040,-0.005326,101.749496,0.016644,0.016644,0.004232
-0.000339,0.000000,104.756798,-0.022231,-0.022231,0.003897
-0.000683,0.005326,104.340843,-0.064656,-0.064656,0.003897
-0.001014,0.005326,100.515511,-0.045493,-0.045493,0.003899
-0.001239,0.008522,100.366104,-0.067599,-0.067599,0.003901
-0.001475,0.003196,103.408173,0.006982,0.006982,0.003896
-0.000605,-0.007457,102.936562,0.077750,0.077750,0.003899
0.000229,-0.007457,99.717491,0.030001,0.030001,0.003897
0.001007,-0.013848,100.077507,0.059844,0.059844,0.003900
0.001142,-0.014914,103.123192,0.064136,0.064136,0.003897
0.001275,-0.013848,102.515671,0.043018,0.043018,0.003897
0.001403,-0.013848,99.915794,0.035900,0.035900,0.003898
0.000566,-0.007457,101.976440,0.011900,0.011900,0.003898
-0.000198,0.003196,106.578384,-0.067006,-0.067006,0.003897
-0.001100,0.011718,105.771400,-0.114631,-0.114631,0.003897
-0.001931,0.021305,101.840240,-0.176368,-0.176368,0.003897
-0.002728,0.021305,102.149757,-0.128975,-0.128975,0.003899
-0.002432,0.019175,104.262184,-0.121664,-0.121664,0.003898
-0.002181,0.010653,101.937134,-0.039408,-0.039408,0.003896
-0.001429,0.006392,98.261871,-0.032864,-0.032864,0.003900
-0.000707,0.006392,99.249855,-0.072819,-0.072819,0.003899
-0.000034,0.001065,102.022064,-0.050906,-0.050906,0.003898
0.000791,-0.009587,100.181183,0.022513,0.022513,0.003896
0.001541,-0.019175,97.016106,0.089907,0.089907,0.004202
0.002268,-0.019175,98.129341,0.049485,0.049485,0.003896
0.002684,-0.026632,100.769226,0.110507,0.110507,0.003893
0.003075,-0.028762,99.448853,0.111355,0.111355,0.003901
0.002252,-0.021305,97.307457,0.073758,0.073758,0.003899
0.001487,-0.014914,100.029404,0.045430,0.045430,0.003896
0.000752,-0.014914,104.472900,0.086521,0.086521,0.003897
-0.000499,-0.002131,103.604439,0.010204,0.010204,0.003899
-0.001640,0.013848,100.587517,-0.106829,-0.106829,0.003897
-0.002603,0.029827,101.765327,-0.233165,-0.233165,0.003901
-0.003529,0.029827,104.010193,-0.180490,-0.180490,0.003893
-0.004397,0.035154,101.523018,-0.192509,-0.192509,0.003898
-0.003836,0.030893,97.936760,-0.174944,-0.174944,0.003899
-0.003321,0.024501,99.084496,-0.129872,-0.129872,0.003897
-0.002827,0.024501,101.678490,-0.158732,-0.158732,0.003899
-0.001688,0.020240,99.914154,-0.176410,-0.176410,0.003896
-0.000639,0.008522,96.448387,-0.101802,-0.101802,0.003898
0.000462,-0.007457,96.759109,0.019319,0.019319,0.003897
0.001466,-0.021305,98.739685,0.120006,0.120006,0.003896
0.002431,-0.021305,97.374352,0.063781,0.063781,0.003901
0.002796,-0.027697,94.900383,0.116560,0.116560,0.003897
0.003146,-0.027697,96.821312,0.097460,0.097460,0.003898
0.002008,-0.017044,101.696037,0.040087,0.040087,0.003899
0.000910,-0.017044,101.455849,0.101149,0.101149,0.004226
-0.000110,-0.009587,98.371056,0.074509,0.074509,0.003901
-0.001500,0.004261,99.236282,-0.002931,-0.002931,0.003902
-0.002775,0.020240,102.398010,-0.113009,-0.113009,0.003899
-0.003436,0.031958,101.286896,-0.210449,-0.210449,0.003897
-0.004071,0.031958,97.542282,-0.173507,-0.173507,0.003897
-0.004665,0.036219,97.752182,-0.186644,-0.186644,0.003897
-0.003796,0.027697,100.638786,-0.139123,-0.139123,0.003900
-0.002997,0.018109,99.883911,-0.076441,-0.076441,0.003897
-0.002230,0.018109,96.253784,-0.120189,-0.120189,0.003897
-0.001052,0.010653,95.573029,-0.100955,-0.100955,0.003893
0.000038,0.000000,97.607536,-0.041351,-0.041351,0.003899
0.001236,-0.014914,96.771896,0.059732,0.059732,0.003897
0.002386,-0.014914,93.416550,-0.005990,-0.005990,0.003899
0.003454,-0.024501,93.369156,0.043786,0.043786,0.003900
0.003547,-0.028762,97.446198,0.087254,0.087254,0.003896
0.003656,-0.023436,99.396980,0.018345,0.018345,0.003898
0.002569,-0.015979,96.705452,-0.005412,-0.005412,0.003897
0.001526,-0.015979,94.960724,0.055608,0.055608,0.003900
0.000565,-0.005326,97.374313,-0.010400,-0.010400,0.003902
-0.000214,0.002131,99.076538,-0.051996,-0.051996,0.003895
-0.000934,0.009587,96.274780,-0.096694,-0.096694,0.003897
-0.001626,0.009587,93.637291,-0.055832,-0.055832,0.003897
-0.001574,0.015979,95.551971,-0.130893,-0.130893,0.004171
-0.001561,0.007457,97.547310,-0.034892,-0.034892,0.003896
-0.000471,-0.003196,95.313705,0.023629,0.023629,0.003895
0.000540,-0.012783,92.412094,0.076256,0.076256,0.003900
0.001510,-0.012783,93.536057,0.021718,0.021718,0.003898
0.001957,-0.019175,96.081070,0.068756,0.068756,0.003897
0.002382,-0.020240,95.085068,0.055492,0.055492,0.003898
0.001647,-0.014914,92.695450,0.037124,0.037124,0.003900
0.000942,-0.014914,94.298752,0.078617,0.078617,0.003899
0.000289,-0.008522,98.810318,0.042302,0.042302,0.003894
-0.000844,0.004261,99.599083,-0.040791,-0.040791,0.003895
-0.001884,0.017044,96.324600,-0.127713,-0.127713,0.003901
-0.002883,0.017044,95.387566,-0.069011,-0.069011,0.003897
-0.003354,0.027697,97.630516,-0.163518,-0.163518,0.003898
-0.003814,0.025566,97.540565,-0.113649,-0.113649,0.003927
-0.003125,0.021305,93.785393,-0.104355,-0.104355,0.003904
-0.002481,0.017044,91.910896,-0.091054,-0.091054,0.003897
-0.001862,0.017044,94.167603,-0.125826,-0.125826,0.003899
-0.000820,0.010653,95.712914,-0.113477,-0.113477,0.003896
0.000122,-0.005326,93.112312,0.014752,0.014752,0.003897
0.001174,-0.017044,90.369919,0.089538,0.089538,0.003899
0.002184,-0.017044,91.596405,0.032652,0.032652,0.003901
0.003133,-0.022371,94.125603,0.038576,0.038576,0.003896
0.002826,-0.020240,92.887741,0.030788,0.030788,0.004204
0.002561,-0.013848,90.612183,-0.026661,-0.026661,0.003894
0.002307,-0.013848,92.101959,-0.011119,-0.011119,0.003897
0.001376,-0.010653,95.961227,0.005175,0.005175,0.003896
0.000506,-0.004261,96.223663,-0.019602,-0.019602,0.003899
0.000278,0.000000,92.830559,-0.055424,-0.055424,0.003898
0.000068,0.002131,91.412506,-0.066338,-0.066338,0.003897
-0.000134,0.002131,93.403191,-0.054154,-0.054154,0.003895
-0.000027,0.002131,94.019524,-0.061120,-0.061120,0.003901
0.000056,-0.003196,90.856277,-0.005154,-0.005154,0.003898
0.000699,-0.011718,88.176956,0.056781,0.056781,0.003897
0.001316,-0.011718,89.850418,0.022433,0.022433,0.003899
0.001888,-0.017044,92.959290,0.049838,0.049838,0.003895
0.001808,-0.017044,92.637054,0.053147,0.053147,0.003897
0.001752,-0.011718,90.209717,-0.004441,-0.004441,0.003901
0.001697,-0.011718,90.352356,-0.000321,-0.000321,0.003897
0.000880,-0.007457,92.915329,-0.002216,-0.002216,0.003899
0.000119,-0.001065,93.161148,-0.032746,-0.032746,0.003895
0.000034,-0.002131,90.150520,-0.015747,-0.015747,0.003901
-0.000052,-0.003196,89.018349,0.002620,0.002620,0.003900
-0.000135,-0.003196,91.967148,0.007824,0.007824,0.003898
0.000176,-0.007457,94.699585,0.037584,0.037584,0.003895
0.000473,-0.007457,92.752266,0.019363,0.019363,0.003894
-0.000088,-0.003196,90.144714,0.003647,0.003647,0.004201
-0.000627,-0.003196,91.247963,0.035639,0.035639,0.003898
-0.001104,0.007457,93.950668,-0.059369,-0.059369,0.003894
-0.001773,0.014914,93.194519,-0.107388,-0.107388,0.003904
-0.002392,0.021305,89.778931,-0.144697,-0.144697,0.003895
-0.002155,0.022371,88.981659,-0.169096,-0.169096,0.003895
-0.001928,0.022371,91.435631,-0.181831,-0.181831,0.003897
-0.001746,0.012783,92.350906,-0.083558,-0.083558,0.003897
-0.000571,0.003196,89.523628,-0.041622,-0.041622,0.003898
0.000536,-0.002131,86.956573,-0.043092,-0.043092,0.003901
0.001599,-0.002131,87.725983,-0.103100,-0.103100,0.003900
0.002524,-0.014914,89.250328,-0.010207,-0.010207,0.003896
0.003372,-0.025566,87.800842,0.062404,0.062404,0.003899
0.003893,-0.036219,84.966324,0.155001,0.155001,0.003898
0.004394,-0.036219,85.247551,0.127412,0.127412,0.003899
0.004859,-0.040480,89.115730,0.149387,0.149387,0.003896
0.003704,-0.030893,91.709076,0.104345,0.104345,0.003903
0.002633,-0.021305,90.045189,0.055095,0.055095,0.003893
0.001252,-0.011718,87.805389,0.025299,0.025299,0.003900
-0.000073,-0.011718,89.139572,0.102325,0.102325,0.003899
-0.001285,0.004261,92.066833,-0.011525,-0.011525,0.003899
-0.002300,0.020240,91.729134,-0.137355,-0.137355,0.003896
-0.003246,0.027697,88.323059,-0.168218,-0.168218,0.003897
-0.004146,0.027697,87.632370,-0.115144,-0.115144,0.004233
-0.003933,0.027697,90.060051,-0.127070,-0.127070,0.003897
-0.003757,0.020240,91.045303,-0.052817,-0.052817,0.003899
-0.002576,0.012783,88.377373,-0.035683,-0.035683,0.003898
-0.001470,0.005326,85.699974,-0.012734,-0.012734,0.003897
-0.000409,0.005326,86.400932,-0.072610,-0.072610,0.003901
0.000570,-0.007457,88.165207,0.017233,0.017233,0.003898
0.001465,-0.019175,87.216911,0.099213,0.099213,0.003899
0.001718,-0.025566,84.489471,0.158224,0.158224,0.003897
0.001962,-0.025566,84.453934,0.145375,0.145375,0.003898
0.002203,-0.023436,88.059601,0.107132,0.107132,0.003898
0.001145,-0.013848,91.140724,0.056644,0.056644,0.003896
0.000162,-0.005326,89.939026,0.014306,0.014306,0.003900
-0.000782,-0.005326,87.359352,0.069026,0.069026,0.003898
-0.001943,0.008522,88.005798,-0.021751,-0.021751,0.003902
-0.003018,0.019175,90.837349,-0.082218,-0.082218,0.003895
-0.003578,0.035154,90.803223,-0.234139,-0.234139,0.003899
-0.004116,0.035154,87.437363,-0.203242,-0.203242,0.003898
-0.004608,0.041545,85.475899,-0.246760,-0.246760,0.003898
-0.003663,0.031958,87.199417,-0.190477,-0.190477,0.003901
-0.002796,0.021305,89.069832,-0.119042,-0.119042,0.003897
-0.001662,0.015979,87.508789,-0.123954,-0.123954,0.003896
-0.000574,0.015979,84.134468,-0.185830,-0.185830,0.003895
0.000433,0.005326,83.588791,-0.120319,-0.120319,0.004231
0.001514,-0.010653,85.242500,0.000715,0.000715,0.003899
0.002508,-0.022371,85.459122,0.077068,0.077068,0.003897
0.003463,-0.022371,83.062729,0.022150,0.022150,0.003901
0.003929,-0.029827,81.478294,0.081709,0.081709,0.003896
0.004381,-0.028762,83.478088,0.044216,0.044216,0.003897
0.003424,-0.021305,87.324562,0.012999,0.012999,0.003901
0.002541,-0.011718,88.256889,-0.047630,-0.047630,0.003896
0.001694,-0.011718,85.497368,0.000669,0.000669,0.003901
0.000522,-0.003196,83.478531,-0.028448,-0.028448,0.003899
-0.000583,0.002131,84.782433,-0.025119,-0.025119,0.003898
-0.000462,0.001065,86.664223,-0.020433,-0.020433,0.003896
-0.000345,0.001065,85.440331,-0.027900,-0.027900,0.003901
-0.000245,-0.002131,82.294037,0.003447,0.003447,0.003894
0.000008,-0.002131,81.358665,-0.009786,-0.009786,0.003902
0.000238,-0.005326,83.613632,0.013929,0.013929,0.003899
0.000460,-0.005326,85.736969,0.000278,0.000278,0.003894
0.000570,-0.005326,84.651894,-0.006906,-0.006906,0.003898
0.000679,-0.004261,82.085655,-0.024946,-0.024946,0.003899
0.000828,-0.005326,81.694824,-0.020220,-0.020220,0.003898
0.000954,-0.009587,83.558693,0.021458,0.021458,0.003898
0.001076,-0.009587,84.439102,0.013719,0.013719,0.003896
0.001299,-0.013848,82.280449,0.049297,0.049297,0.003899
0.001506,-0.014914,80.516373,0.050497,0.050497,0.004166
0.001070,-0.012783,82.151413,0.051848,0.051848,0.003897
0.000652,-0.012783,86.075966,0.075197,0.075197,0.003897
0.000283,-0.004261,87.594635,-0.002748,-0.002748,0.003897
-0.000828,0.007457,85.362137,-0.073717,-0.073717,0.003900
-0.001838,0.022371,83.186981,-0.185494,-0.185494,0.003899
-0.002166,0.027697,83.966431,-0.226734,-0.226734,0.003897
-0.002481,0.027697,85.737061,-0.208960,-0.208960,0.003896
-0.002800,0.023436,84.798470,-0.142621,-0.142621,0.003898
-0.001948,0.017044,81.528450,-0.117967,-0.117967,0.003898
-0.001151,0.011718,79.578026,-0.101454,-0.101454,0.003901
-0.000385,0.011718,80.900681,-0.144626,-0.144626,0.003899
0.000480,0.003196,82.861450,-0.097296,-0.097296,0.003897
0.001266,-0.008522,82.076416,-0.009135,-0.009135,0.003897
0.002063,-0.020240,79.279900,0.079561,0.079561,0.003901
0.002828,-0.020240,77.821144,0.036761,0.036761,0.003899
0.003531,-0.028762,79.502464,0.094563,0.094563,0.003897
0.003399,-0.029827,81.739319,0.113643,0.113643,0.003895
0.003292,-0.024501,81.567688,0.057881,0.057881,0.003900
0.002139,-0.015979,79.522598,0.026617,0.026617,0.003894
0.001032,-0.015979,79.175720,0.091040,0.091040,0.003901
0.000013,-0.004261,82.082047,0.015553,0.015553,0.003899
-0.000869,0.003196,85.508270,-0.020331,-0.020331,0.003895
-0.001659,0.017044,84.888809,-0.134892,-0.134892,0.004203
-0.002422,0.017044,81.738770,-0.090782,-0.090782,0.003896
-0.002753,0.022371,80.355103,-0.131481,-0.131481,0.003899
-0.003074,0.021305,81.746773,-0.100263,-0.100263,0.003899
-0.002267,0.017044,82.870323,-0.098419,-0.098419,0.003896
-0.001492,0.017044,81.079056,-0.143395,-0.143395,0.003899
-0.000768,0.011718,77.863495,-0.123274,-0.123274,0.003901
0.000008,0.004261,76.683907,-0.081133,-0.081133,0.003894
0.000716,-0.005326,78.256912,-0.011594,-0.011594,0.003899
0.001475,-0.013848,80.009201,0.041723,0.041723,0.003899
0.002204,-0.013848,79.360786,-0.000854,-0.000854,0.003898
0.002872,-0.022371,77.086609,0.058624,0.058624,0.003899
0.002826,-0.024501,76.144371,0.086544,0.086544,0.003900
0.002791,-0.022371,77.945854,0.064574,0.064574,0.003900
0.002757,-0.022371,80.226143,0.065789,0.065789,0.003899
0.001989,-0.015979,80.126663,0.035802,0.035802,0.003901
0.001279,-0.008522,78.127983,-0.008776,-0.008776,0.003898
0.000259,0.002131,77.522591,-0.071296,-0.071296,0.003899
-0.000721,0.002131,79.689995,-0.014778,-0.014778,0.003899
-0.001629,0.010653,82.380821,-0.061041,-0.061041,0.003897
-0.001649,0.010653,82.083252,-0.060984,-0.060984,0.003900
-0.001681,0.007457,78.949051,-0.022474,-0.022474,0.003899
-0.001182,0.006392,76.674759,-0.037639,-0.037639,0.003898
-0.000701,0.006392,77.608765,-0.064325,-0.064325,0.004235
-0.000258,0.002131,79.202530,-0.041405,-0.041405,0.003895
0.000076,-0.004261,78.542435,0.011946,0.011946,0.003899
0.000376,-0.009587,75.775665,0.055938,0.055938,0.003899
0.000665,-0.009587,73.976112,0.040507,0.040507,0.003899
0.001034,-0.015979,75.350082,0.093204,0.093204,0.003899
0.001393,-0.014914,78.313469,0.059850,0.059850,0.003897
0.000600,-0.006392,79.824905,0.006589,0.006589,0.003897
-0.000121,0.004261,78.396797,-0.074578,-0.074578,0.003898
-0.000813,0.004261,76.398712,-0.034242,-0.034242,0.003900
-0.001423,0.010653,76.288628,-0.071554,-0.071554,0.003898
-0.002012,0.009587,77.851379,-0.025446,-0.025446,0.003900
-0.001057,0.002131,78.264503,0.004438,0.004438,0.003899
-0.000141,0.002131,76.301208,-0.048381,-0.048381,0.003896
0.000707,-0.006392,73.945114,0.001277,0.001277,0.003900
0.001188,-0.009587,73.894402,0.011232,0.011232,0.003896
0.001649,-0.009587,76.471542,-0.015238,-0.015238,0.003901
0.002091,-0.009587,78.669907,-0.041727,-0.041727,0.003897
